Part1_E,Part3_E,Part11_E
0.013,0.407,0.226
0.017,0.202,0.101
0.019,0.477,0.222
0.014,0.259,0.191
0.011,0.489,0.134
0.021,0.455,0.135
0.023,0.278,0.165
0.011,0.417,0.154
0.013,0.474,0.111
0.019,0.457,0.155
0.02,0.312,0.238
0.025,0.32,0.235
0.021,0.385,0.107
0.014,0.386,0.233
0.017,0.455,0.225
0.021,0.468,0.149
0.015,0.205,0.164
0.01,0.216,0.192
0.017,0.428,0.168
0.017,0.353,0.24
0.023,0.201,0.222
0.018,0.499,0.205
0.014,0.292,0.137
0.017,0.5,0.171
0.022,0.424,0.149
0.022,0.47,0.216
0.022,0.334,0.126
0.024,0.366,0.13
0.016,0.252,0.117
0.02,0.488,0.16
0.012,0.408,0.189
0.015,0.461,0.217
0.021,0.38,0.169
0.017,0.373,0.16
0.014,0.243,0.19
0.024,0.303,0.173
0.016,0.315,0.224
0.02,0.282,0.196
0.015,0.455,0.138
0.024,0.42,0.203
0.016,0.283,0.145
0.022,0.307,0.189
0.023,0.263,0.131
0.023,0.301,0.12
0.024,0.214,0.127
0.023,0.255,0.245
0.024,0.479,0.119
0.021,0.488,0.119
0.018,0.336,0.242
0.022,0.259,0.21
0.021,0.38,0.154
0.017,0.472,0.179
0.02,0.355,0.194
0.014,0.312,0.229
0.021,0.227,0.245
0.02,0.471,0.2
0.024,0.361,0.16
0.017,0.458,0.206
0.025,0.309,0.132
0.021,0.311,0.13
0.024,0.495,0.112
0.012,0.203,0.241
0.011,0.339,0.105
0.011,0.306,0.123
0.017,0.495,0.218
0.014,0.279,0.186
0.025,0.233,0.178
0.013,0.231,0.217
0.015,0.48,0.156
0.021,0.433,0.114
0.018,0.38,0.18
0.011,0.3,0.209
0.019,0.49,0.234
0.022,0.429,0.157
0.021,0.272,0.156
0.017,0.376,0.228
0.019,0.269,0.238
0.022,0.419,0.135
0.022,0.451,0.164
0.018,0.449,0.165
0.015,0.21,0.159
0.022,0.314,0.202
0.015,0.493,0.202
0.021,0.227,0.233
0.015,0.466,0.154
0.025,0.394,0.139
0.019,0.248,0.186
0.022,0.461,0.175
0.015,0.258,0.132
0.017,0.23,0.219
0.021,0.343,0.136
0.015,0.417,0.129
0.023,0.448,0.243
0.017,0.465,0.113
0.014,0.321,0.11
0.016,0.264,0.231
0.018,0.346,0.227
0.012,0.224,0.165
0.023,0.339,0.23
0.02,0.381,0.102
0.011,0.342,0.215
0.014,0.378,0.111
0.021,0.266,0.174
0.018,0.431,0.193
0.017,0.492,0.239
0.012,0.488,0.181
0.019,0.486,0.159
0.024,0.482,0.166
0.014,0.217,0.11
0.01,0.269,0.14
0.023,0.436,0.174
0.015,0.416,0.139
0.021,0.483,0.163
0.018,0.447,0.191
0.025,0.492,0.23
0.012,0.259,0.107
0.011,0.46,0.167
0.014,0.222,0.223
0.011,0.436,0.117
0.014,0.461,0.239
0.02,0.28,0.138
0.014,0.395,0.138
0.017,0.41,0.164
0.015,0.434,0.14
0.022,0.471,0.159
0.024,0.332,0.136
0.015,0.235,0.103
0.022,0.449,0.233
0.014,0.416,0.236
0.018,0.37,0.137
0.021,0.242,0.12
0.014,0.383,0.118
0.025,0.255,0.217
0.019,0.207,0.214
0.024,0.264,0.219
0.019,0.305,0.133
0.012,0.345,0.152
0.016,0.208,0.165
0.012,0.376,0.235
0.011,0.383,0.235
0.024,0.348,0.121
0.01,0.221,0.133
0.013,0.338,0.214
0.021,0.263,0.116
0.023,0.28,0.104
0.012,0.206,0.166
0.023,0.402,0.139
0.017,0.475,0.204
0.014,0.37,0.193
0.014,0.431,0.124
0.01,0.438,0.171
0.019,0.403,0.152
0.016,0.337,0.238
0.021,0.368,0.158
0.013,0.262,0.222
0.012,0.203,0.194
0.018,0.495,0.179
0.011,0.453,0.15
0.017,0.236,0.166
0.017,0.429,0.184
0.013,0.251,0.203
0.016,0.224,0.144
0.024,0.447,0.244
0.021,0.435,0.185
0.015,0.306,0.22
0.017,0.205,0.106
0.011,0.379,0.109
0.018,0.315,0.141
0.012,0.324,0.185
0.017,0.27,0.233
0.015,0.243,0.248
0.024,0.42,0.117
0.019,0.421,0.247
0.016,0.328,0.186
0.021,0.211,0.168
0.011,0.376,0.192
0.011,0.274,0.176
0.012,0.324,0.227
0.02,0.489,0.25
0.013,0.342,0.107
0.013,0.448,0.186
0.022,0.351,0.117
0.018,0.272,0.132
0.01,0.483,0.216
0.014,0.5,0.122
0.024,0.418,0.122
0.024,0.458,0.122
0.021,0.27,0.144
0.011,0.445,0.246
0.013,0.206,0.166
0.023,0.468,0.232
0.011,0.473,0.155
0.011,0.48,0.221
0.012,0.36,0.158
0.025,0.497,0.15
0.024,0.263,0.24
0.021,0.284,0.116
0.023,0.23,0.108
0.022,0.471,0.234
0.02,0.256,0.143
0.02,0.465,0.118
0.024,0.313,0.193
0.014,0.268,0.181
0.014,0.341,0.23
0.018,0.472,0.194
0.01,0.391,0.174
0.021,0.439,0.223
0.016,0.23,0.225
0.02,0.274,0.136
0.023,0.452,0.162
0.015,0.203,0.198
0.023,0.402,0.212
0.018,0.238,0.118
0.018,0.335,0.131
0.024,0.477,0.223
0.017,0.487,0.182
0.016,0.313,0.217
0.021,0.374,0.198
0.023,0.204,0.108
0.02,0.392,0.176
0.017,0.244,0.25
0.023,0.29,0.219
0.022,0.356,0.128
0.015,0.479,0.244
0.021,0.239,0.127
0.013,0.464,0.12
0.016,0.241,0.129
0.017,0.452,0.144
0.02,0.219,0.15
0.017,0.323,0.232
0.013,0.403,0.106
0.011,0.256,0.102
0.02,0.2,0.142
0.016,0.363,0.102
0.014,0.375,0.248
0.024,0.37,0.163
0.021,0.348,0.165
0.014,0.406,0.132
0.019,0.431,0.24
0.013,0.201,0.217
0.019,0.263,0.186
0.02,0.255,0.234
0.019,0.412,0.147
0.012,0.358,0.237
0.014,0.239,0.186
0.019,0.432,0.234
0.011,0.413,0.214
0.02,0.365,0.172
0.024,0.296,0.155
0.022,0.349,0.179
0.023,0.494,0.209
0.014,0.306,0.194
0.022,0.454,0.202
0.024,0.287,0.23
0.017,0.434,0.214
0.01,0.318,0.176
0.023,0.383,0.111
0.022,0.415,0.122
0.02,0.223,0.202
0.012,0.253,0.213
0.014,0.384,0.203
0.02,0.389,0.186
0.021,0.434,0.18
0.022,0.222,0.213
0.021,0.316,0.186
0.021,0.204,0.111
0.022,0.215,0.138
0.021,0.245,0.152
0.015,0.433,0.195
0.012,0.38,0.134
0.024,0.221,0.232
0.015,0.315,0.19
0.019,0.432,0.232
0.018,0.26,0.171
0.018,0.443,0.215
0.023,0.37,0.199
0.014,0.347,0.121
0.02,0.233,0.21
0.018,0.346,0.163
0.011,0.467,0.212
0.014,0.249,0.217
0.021,0.464,0.16
0.014,0.205,0.222
0.012,0.387,0.147
0.017,0.393,0.186
0.016,0.389,0.248
0.015,0.359,0.218
0.018,0.493,0.22
0.014,0.216,0.228
0.012,0.452,0.137
0.024,0.485,0.129
0.014,0.279,0.112
0.014,0.496,0.245
0.017,0.471,0.21
0.023,0.27,0.218
0.023,0.278,0.154
0.013,0.424,0.234
0.024,0.494,0.173
0.019,0.499,0.131
0.017,0.46,0.248
0.011,0.453,0.203
0.017,0.26,0.205
0.019,0.477,0.17
0.015,0.205,0.19
0.015,0.311,0.156
0.015,0.214,0.215
0.015,0.429,0.202
0.014,0.256,0.115
0.015,0.427,0.152
0.023,0.408,0.167
0.013,0.332,0.179
0.012,0.257,0.246
0.024,0.346,0.242
0.023,0.427,0.119
0.02,0.289,0.207
0.022,0.457,0.113
0.024,0.309,0.118
0.014,0.302,0.151
0.022,0.42,0.1
0.025,0.389,0.206
0.016,0.326,0.245
0.016,0.405,0.218
0.025,0.447,0.11
0.017,0.285,0.144
0.01,0.345,0.172
0.015,0.336,0.138
0.023,0.416,0.131
0.014,0.344,0.112
0.019,0.204,0.124
0.013,0.339,0.17
0.024,0.396,0.224
0.015,0.42,0.245
0.011,0.313,0.186
0.012,0.227,0.186
0.016,0.287,0.193
0.023,0.234,0.116
0.017,0.333,0.198
0.017,0.249,0.24
0.024,0.427,0.149
0.011,0.331,0.226
0.01,0.24,0.167
0.022,0.457,0.226
0.012,0.269,0.244
0.012,0.491,0.232
0.021,0.229,0.12
0.022,0.205,0.145
0.015,0.303,0.108
0.023,0.416,0.249
0.011,0.468,0.162
0.022,0.441,0.174
0.018,0.225,0.245
0.013,0.361,0.15
0.017,0.268,0.175
0.019,0.25,0.101
0.013,0.488,0.121
0.02,0.433,0.119
0.012,0.224,0.172
0.025,0.385,0.248
0.017,0.235,0.151
0.012,0.374,0.131
0.015,0.284,0.167
0.018,0.26,0.159
0.013,0.433,0.213
0.015,0.421,0.232
0.023,0.27,0.22
0.01,0.26,0.157
0.02,0.257,0.21
0.012,0.464,0.249
0.011,0.292,0.123
0.023,0.495,0.166
0.023,0.347,0.201
0.025,0.427,0.174
0.018,0.335,0.102
0.021,0.314,0.166
0.011,0.317,0.1
0.023,0.265,0.237
0.022,0.21,0.234
0.02,0.373,0.204
0.024,0.233,0.163
0.02,0.453,0.143
0.01,0.497,0.199
0.022,0.275,0.208
0.019,0.335,0.142
0.016,0.484,0.185
0.018,0.403,0.247
0.012,0.301,0.113
0.013,0.225,0.105
0.021,0.394,0.127
0.02,0.437,0.222
0.01,0.263,0.199
0.014,0.212,0.109
0.015,0.3,0.182
0.023,0.493,0.24
0.013,0.396,0.22
0.013,0.386,0.129
0.021,0.483,0.129
0.019,0.355,0.188
0.024,0.23,0.204
0.015,0.443,0.225
0.024,0.247,0.193
0.012,0.313,0.165
0.025,0.496,0.16
0.021,0.481,0.114
0.021,0.413,0.223
0.024,0.208,0.23
0.023,0.405,0.176
0.015,0.318,0.145
0.018,0.462,0.166
0.023,0.386,0.107
0.016,0.377,0.138
0.019,0.265,0.23
0.015,0.462,0.206
0.019,0.44,0.202
0.024,0.285,0.226
0.011,0.222,0.236
0.011,0.217,0.197
0.013,0.252,0.116
0.014,0.227,0.113
0.021,0.272,0.192
0.015,0.428,0.176
0.021,0.301,0.224
0.017,0.306,0.207
0.014,0.256,0.21
0.012,0.275,0.165
0.012,0.201,0.243
0.023,0.221,0.192
0.024,0.248,0.206
0.022,0.27,0.128
0.015,0.486,0.202
0.017,0.432,0.214
0.015,0.204,0.122
0.023,0.286,0.211
0.01,0.443,0.154
0.011,0.408,0.176
0.017,0.391,0.151
0.019,0.26,0.105
0.013,0.413,0.128
0.01,0.319,0.152
0.017,0.24,0.219
0.024,0.399,0.217
0.018,0.408,0.131
0.023,0.279,0.118
0.016,0.311,0.229
0.016,0.211,0.214
0.016,0.382,0.193
0.021,0.4,0.118
0.024,0.292,0.137
0.02,0.269,0.134
0.025,0.398,0.228
0.011,0.492,0.142
0.016,0.32,0.105
0.012,0.415,0.244
0.023,0.241,0.137
0.012,0.246,0.157
0.022,0.327,0.193
0.021,0.418,0.221
0.012,0.264,0.114
0.017,0.362,0.164
0.023,0.201,0.208
0.02,0.282,0.212
0.02,0.437,0.226
0.017,0.391,0.243
0.017,0.365,0.165
0.011,0.341,0.23
0.013,0.22,0.123
0.019,0.391,0.152
0.015,0.226,0.216
0.023,0.403,0.19
0.013,0.361,0.15
0.014,0.482,0.24
0.014,0.205,0.213
0.011,0.393,0.118
0.016,0.438,0.227
0.018,0.479,0.247
0.013,0.279,0.169
0.024,0.385,0.225
0.013,0.285,0.141
0.018,0.396,0.207
0.015,0.25,0.173
0.015,0.362,0.2
0.023,0.352,0.197
0.018,0.283,0.179
0.014,0.399,0.155
0.018,0.335,0.24
0.025,0.461,0.187
0.011,0.397,0.155
0.021,0.389,0.162
0.017,0.492,0.242
0.017,0.267,0.106
0.014,0.432,0.182
0.021,0.364,0.166
0.024,0.431,0.235
0.01,0.328,0.196
0.02,0.257,0.248
0.011,0.232,0.175
0.012,0.286,0.225
0.014,0.364,0.129
0.012,0.248,0.245
0.025,0.469,0.154
0.021,0.246,0.184
0.018,0.45,0.186
0.013,0.453,0.166
0.024,0.412,0.153
0.019,0.395,0.239
0.023,0.458,0.18
0.017,0.399,0.189
0.015,0.305,0.182
0.021,0.418,0.197
0.02,0.491,0.118
0.018,0.428,0.154
0.011,0.432,0.227
0.018,0.297,0.241
0.02,0.38,0.217
0.019,0.331,0.187
0.013,0.346,0.167
0.017,0.237,0.168
0.024,0.461,0.219
0.019,0.287,0.1
0.02,0.336,0.134
0.022,0.33,0.182
0.011,0.444,0.147
0.023,0.269,0.205
0.02,0.29,0.127
0.015,0.382,0.233
0.02,0.443,0.207
0.018,0.208,0.168
0.016,0.306,0.161
0.01,0.351,0.157
0.022,0.442,0.156
0.023,0.424,0.19
0.022,0.399,0.198
0.016,0.228,0.113
0.016,0.398,0.185
0.023,0.291,0.172
0.022,0.31,0.102
0.024,0.394,0.177
0.013,0.272,0.207
0.017,0.306,0.217
0.015,0.381,0.221
0.023,0.204,0.247
0.023,0.421,0.145
0.013,0.236,0.235
0.014,0.346,0.236
0.018,0.275,0.244
0.012,0.226,0.223
0.022,0.227,0.21
0.011,0.241,0.215
0.018,0.254,0.215
0.02,0.442,0.12
0.021,0.304,0.117
0.02,0.364,0.107
0.01,0.347,0.192
0.02,0.439,0.106
0.024,0.405,0.228
0.023,0.335,0.201
0.015,0.439,0.203
0.012,0.214,0.175
0.024,0.339,0.238
0.021,0.499,0.152
0.022,0.406,0.19
0.012,0.493,0.208
0.015,0.249,0.134
0.013,0.398,0.206
0.024,0.458,0.174
0.025,0.258,0.134
0.018,0.467,0.156
0.021,0.221,0.11
0.014,0.446,0.128
0.024,0.479,0.216
0.024,0.419,0.234
0.011,0.33,0.179
0.014,0.295,0.116
0.017,0.211,0.133
0.013,0.325,0.132
0.017,0.333,0.201
0.015,0.456,0.196
0.022,0.278,0.14
0.02,0.323,0.13
0.014,0.395,0.148
0.013,0.438,0.212
0.016,0.417,0.191
0.024,0.308,0.185
0.021,0.208,0.2
0.025,0.427,0.118
0.018,0.273,0.134
0.023,0.322,0.108
0.014,0.335,0.154
0.024,0.305,0.22
0.012,0.26,0.156
0.019,0.322,0.236
0.011,0.321,0.151
0.024,0.3,0.152
0.024,0.285,0.179
0.011,0.363,0.198
0.018,0.45,0.212
0.013,0.266,0.143
0.017,0.246,0.244
0.022,0.436,0.155
0.015,0.452,0.246
0.023,0.327,0.172
0.023,0.443,0.226
0.012,0.496,0.135
0.012,0.474,0.119
0.014,0.402,0.163
0.013,0.264,0.134
0.024,0.235,0.151
0.012,0.369,0.136
0.012,0.363,0.116
0.011,0.368,0.161
0.02,0.306,0.181
0.019,0.425,0.197
0.016,0.333,0.131
0.024,0.226,0.219
0.013,0.397,0.115
0.015,0.293,0.184
0.019,0.296,0.136
0.015,0.465,0.25
0.018,0.282,0.245
0.022,0.259,0.227
0.022,0.271,0.212
0.016,0.4,0.201
0.01,0.439,0.153
0.018,0.31,0.111
0.014,0.351,0.125
0.016,0.408,0.127
0.011,0.358,0.218
0.015,0.305,0.133
0.019,0.28,0.172
0.022,0.303,0.117
0.012,0.393,0.136
0.014,0.386,0.245
0.018,0.414,0.138
0.013,0.466,0.135
0.024,0.29,0.186
0.012,0.393,0.208
0.016,0.494,0.165
0.013,0.363,0.15
0.015,0.418,0.244
0.021,0.493,0.123
0.02,0.364,0.192
0.024,0.239,0.244
0.012,0.311,0.224
0.02,0.21,0.207
0.013,0.208,0.146
0.013,0.409,0.211
0.024,0.222,0.163
0.014,0.416,0.216
0.015,0.498,0.206
0.019,0.312,0.217
0.02,0.267,0.103
0.017,0.486,0.171
0.015,0.471,0.138
0.014,0.262,0.116
0.025,0.246,0.235
0.012,0.35,0.217
0.019,0.345,0.224
0.014,0.225,0.133
0.02,0.222,0.106
0.016,0.401,0.151
0.022,0.258,0.213
0.017,0.233,0.167
0.025,0.445,0.152
0.012,0.435,0.236
0.015,0.455,0.143
0.025,0.232,0.185
0.018,0.413,0.205
0.015,0.315,0.167
0.013,0.421,0.242
0.023,0.435,0.196
0.013,0.388,0.115
0.011,0.455,0.111
0.023,0.345,0.108
0.02,0.259,0.234
0.021,0.274,0.242
0.015,0.302,0.197
0.017,0.39,0.116
0.023,0.306,0.16
0.02,0.479,0.2
0.023,0.441,0.24
0.025,0.477,0.203
0.016,0.384,0.203
0.012,0.362,0.186
0.018,0.483,0.141
0.021,0.498,0.18
0.01,0.301,0.195
0.02,0.433,0.243
0.015,0.266,0.178
0.017,0.28,0.169
0.011,0.449,0.116
0.022,0.291,0.218
0.018,0.357,0.227
0.014,0.289,0.19
0.025,0.331,0.139
0.022,0.342,0.117
0.014,0.357,0.174
0.013,0.333,0.158
0.022,0.366,0.168
0.013,0.465,0.158
0.014,0.402,0.192
0.019,0.385,0.234
0.013,0.457,0.105
0.014,0.279,0.209
0.017,0.228,0.174
0.015,0.281,0.232
0.016,0.412,0.179
0.022,0.225,0.208
0.01,0.488,0.176
0.012,0.22,0.247
0.012,0.328,0.111
0.016,0.366,0.117
0.02,0.327,0.131
0.023,0.387,0.128
0.023,0.24,0.148
0.011,0.411,0.144
0.013,0.461,0.106
0.011,0.47,0.178
0.021,0.266,0.172
0.016,0.295,0.175
0.022,0.358,0.127
0.017,0.257,0.127
0.013,0.383,0.143
0.02,0.352,0.114
0.01,0.411,0.119
0.022,0.475,0.179
0.016,0.252,0.16
0.022,0.271,0.133
0.016,0.306,0.195
0.016,0.262,0.168
0.019,0.458,0.204
0.019,0.292,0.181
0.017,0.228,0.215
0.018,0.214,0.161
0.023,0.391,0.172
0.011,0.237,0.125
0.017,0.259,0.225
0.023,0.447,0.118
0.021,0.327,0.122
0.021,0.428,0.199
0.011,0.398,0.152
0.018,0.331,0.108
0.014,0.248,0.112
0.023,0.235,0.177
0.021,0.493,0.21
0.013,0.406,0.133
0.022,0.499,0.162
0.014,0.306,0.229
0.017,0.374,0.184
0.017,0.345,0.194
0.02,0.291,0.104
0.013,0.242,0.236
0.022,0.467,0.249
0.014,0.281,0.207
0.014,0.378,0.146
0.014,0.219,0.21
0.011,0.259,0.104
0.015,0.377,0.229
0.018,0.496,0.12
0.01,0.257,0.179
0.012,0.396,0.106
0.013,0.218,0.163
0.012,0.318,0.16
0.025,0.377,0.184
0.022,0.385,0.22
0.013,0.361,0.25
0.018,0.201,0.181
0.021,0.213,0.214
0.013,0.391,0.2
0.023,0.245,0.226
0.016,0.46,0.196
0.024,0.229,0.109
0.017,0.301,0.226
0.021,0.317,0.105
0.015,0.465,0.218
0.021,0.248,0.114
0.022,0.22,0.227
0.018,0.26,0.101
0.01,0.368,0.204
0.014,0.473,0.149
0.012,0.307,0.192
0.021,0.423,0.192
0.013,0.487,0.137
0.025,0.43,0.178
0.025,0.223,0.132
0.018,0.215,0.223
0.015,0.372,0.211
0.016,0.375,0.171
0.016,0.229,0.198
0.023,0.376,0.194
0.023,0.404,0.202
0.016,0.473,0.235
0.015,0.334,0.106
0.025,0.433,0.127
0.02,0.337,0.25
0.011,0.497,0.184
0.024,0.414,0.185
0.018,0.486,0.132
0.019,0.428,0.231
0.018,0.255,0.192
0.016,0.356,0.229
0.022,0.483,0.17
0.013,0.402,0.213
0.024,0.327,0.161
0.024,0.218,0.174
0.02,0.271,0.235
0.023,0.295,0.203
0.01,0.284,0.114
0.014,0.4,0.198
0.016,0.215,0.16
0.018,0.413,0.182
0.024,0.272,0.183
0.012,0.297,0.18
0.01,0.458,0.159
0.022,0.389,0.145
0.016,0.255,0.143
0.011,0.202,0.133
0.012,0.247,0.214
0.015,0.337,0.182
0.022,0.267,0.102
0.023,0.403,0.234
0.019,0.252,0.171
0.014,0.426,0.172
0.017,0.291,0.15
0.018,0.31,0.196
0.013,0.284,0.147
0.022,0.421,0.102
0.012,0.404,0.15
0.022,0.463,0.134
0.025,0.314,0.117
0.02,0.332,0.18
0.024,0.421,0.152
0.019,0.242,0.128
0.021,0.331,0.121
0.011,0.487,0.224
0.019,0.268,0.185
0.02,0.417,0.17
0.013,0.307,0.129
0.02,0.408,0.185
0.01,0.367,0.234
0.016,0.307,0.232
0.013,0.338,0.119
0.025,0.235,0.192
0.014,0.336,0.222
0.019,0.485,0.166
0.016,0.43,0.22
0.011,0.436,0.243
0.025,0.345,0.25
0.019,0.356,0.126
0.024,0.425,0.102
0.021,0.342,0.212
0.022,0.417,0.232
0.016,0.422,0.214
0.025,0.263,0.149
0.011,0.363,0.141
0.021,0.201,0.241
0.02,0.469,0.143
0.017,0.462,0.134
0.024,0.368,0.138
0.018,0.359,0.231
0.016,0.465,0.111
0.014,0.229,0.129
0.024,0.283,0.147
0.012,0.251,0.204
0.014,0.463,0.114
0.024,0.345,0.184
0.012,0.231,0.221
0.022,0.238,0.111
0.021,0.269,0.241
0.019,0.489,0.16
0.014,0.271,0.226
0.012,0.393,0.105
0.019,0.396,0.166
0.02,0.411,0.19
0.011,0.266,0.15
0.016,0.488,0.22
0.021,0.385,0.203
0.017,0.218,0.197
0.025,0.206,0.191
0.024,0.297,0.109
0.019,0.428,0.188
0.016,0.442,0.176
0.023,0.231,0.175
0.021,0.376,0.169
0.018,0.237,0.221
0.02,0.271,0.224
0.023,0.248,0.247
0.022,0.404,0.146
0.023,0.427,0.18
0.021,0.225,0.243
0.025,0.316,0.147
0.017,0.401,0.127
0.018,0.283,0.225
0.022,0.284,0.161
0.018,0.477,0.217
0.013,0.472,0.209
0.016,0.288,0.14
0.018,0.282,0.19
0.018,0.34,0.131
0.015,0.249,0.117
0.02,0.475,0.15
0.023,0.36,0.205
0.018,0.257,0.236
0.013,0.373,0.105
0.018,0.274,0.113
0.025,0.243,0.164
0.02,0.37,0.101
0.023,0.201,0.192
0.016,0.223,0.221
0.025,0.404,0.115
0.017,0.469,0.194
0.022,0.305,0.132
0.017,0.264,0.141
0.015,0.326,0.137
0.015,0.36,0.145
0.02,0.39,0.152
0.019,0.385,0.231
0.023,0.293,0.113
0.012,0.253,0.113
0.022,0.405,0.19
0.025,0.221,0.236
0.021,0.373,0.123
0.018,0.204,0.247
0.012,0.293,0.119
0.023,0.211,0.158
0.012,0.262,0.175
0.018,0.402,0.237
0.024,0.38,0.228
0.013,0.358,0.247
0.02,0.243,0.213
0.013,0.281,0.11
0.017,0.472,0.204
0.019,0.205,0.176
0.011,0.472,0.2
0.014,0.321,0.175
0.014,0.423,0.21
0.018,0.288,0.154
0.019,0.321,0.102
0.012,0.497,0.232
0.018,0.363,0.227
0.024,0.339,0.104
0.023,0.43,0.195
0.01,0.217,0.21
0.014,0.368,0.114
0.016,0.465,0.19
0.022,0.402,0.16
0.017,0.297,0.162
0.014,0.473,0.213
0.023,0.205,0.104
0.017,0.488,0.207
0.018,0.311,0.206
0.013,0.487,0.225
0.018,0.222,0.155
0.021,0.328,0.219
0.019,0.207,0.151
0.011,0.476,0.196
0.014,0.28,0.23
0.021,0.208,0.172
0.022,0.48,0.15
0.023,0.28,0.171
0.025,0.408,0.106
0.015,0.201,0.218
0.013,0.446,0.161
0.021,0.284,0.199
0.017,0.245,0.122
0.011,0.275,0.204
0.018,0.33,0.113
0.016,0.471,0.191
0.016,0.484,0.208
0.021,0.498,0.12
0.02,0.474,0.248
0.014,0.204,0.116
0.02,0.369,0.216
0.012,0.32,0.181
0.014,0.293,0.236
0.011,0.457,0.246
0.014,0.201,0.203
0.015,0.365,0.164
0.018,0.385,0.118
0.021,0.335,0.219
0.022,0.406,0.169
0.016,0.433,0.228
0.021,0.397,0.162
0.016,0.216,0.181
0.011,0.459,0.198
0.021,0.251,0.219
0.017,0.233,0.24
0.014,0.384,0.196
0.013,0.371,0.244
0.022,0.479,0.231
0.021,0.293,0.212
0.024,0.259,0.122
0.021,0.335,0.18
0.025,0.483,0.234
0.025,0.305,0.136
0.021,0.256,0.202
0.016,0.471,0.141
0.022,0.425,0.217
0.012,0.26,0.179
0.02,0.271,0.207
0.016,0.299,0.153
0.011,0.49,0.203
0.014,0.409,0.211
0.021,0.21,0.239
0.025,0.411,0.211
0.011,0.395,0.136
0.018,0.313,0.12
0.015,0.495,0.233
0.015,0.353,0.189
0.018,0.446,0.106
0.012,0.341,0.19
0.024,0.344,0.125
0.014,0.405,0.237
0.016,0.334,0.183
0.021,0.445,0.218
0.011,0.214,0.213
0.011,0.244,0.213
0.013,0.368,0.131
0.014,0.301,0.132
0.023,0.474,0.111
0.013,0.382,0.189
0.017,0.289,0.185
0.016,0.206,0.159
0.013,0.497,0.23
0.017,0.301,0.108
0.017,0.444,0.195
0.019,0.335,0.123
0.022,0.336,0.159
0.017,0.206,0.148
0.016,0.436,0.18
0.023,0.438,0.118
0.012,0.431,0.165
0.017,0.223,0.157
0.015,0.285,0.113
0.013,0.335,0.199
0.021,0.422,0.159
0.023,0.274,0.243
0.014,0.421,0.217
0.01,0.428,0.247
0.021,0.215,0.244
0.023,0.472,0.134
0.013,0.351,0.148
0.018,0.387,0.104
0.016,0.301,0.12
0.024,0.457,0.125
0.014,0.206,0.167
0.011,0.277,0.242
0.024,0.257,0.219
0.022,0.485,0.225
0.012,0.4,0.215
0.011,0.479,0.139
0.02,0.454,0.129
0.018,0.303,0.234
0.017,0.249,0.227
0.015,0.34,0.227
0.018,0.27,0.131
0.019,0.242,0.221
0.024,0.321,0.214
0.017,0.34,0.148
0.022,0.294,0.201
0.02,0.372,0.141
0.025,0.433,0.248
0.017,0.265,0.188
0.014,0.35,0.131
0.024,0.417,0.151
0.013,0.466,0.218
0.019,0.372,0.122
0.024,0.443,0.162
0.01,0.395,0.128
0.019,0.438,0.109
0.024,0.318,0.211
0.01,0.251,0.142
0.015,0.281,0.127
0.016,0.274,0.136
0.013,0.484,0.178
0.023,0.337,0.24
0.024,0.291,0.161
0.023,0.412,0.153
0.019,0.306,0.143
0.015,0.407,0.14
0.013,0.295,0.143
0.017,0.234,0.244
0.021,0.451,0.187
0.023,0.228,0.172
0.025,0.319,0.101
0.017,0.227,0.115
0.022,0.311,0.185
0.02,0.344,0.208
0.017,0.271,0.196
0.018,0.467,0.23
0.012,0.442,0.201
0.025,0.234,0.245
0.024,0.273,0.105
0.025,0.376,0.101
0.019,0.476,0.24
0.021,0.472,0.209
0.021,0.418,0.131
0.01,0.36,0.126
0.021,0.449,0.195
0.014,0.263,0.19
0.025,0.209,0.228
0.011,0.372,0.115
0.023,0.222,0.227
0.02,0.236,0.176
0.022,0.316,0.248
0.021,0.485,0.22
0.017,0.34,0.219
0.011,0.219,0.2
0.015,0.304,0.101
0.016,0.221,0.234
0.01,0.351,0.22
0.017,0.406,0.145
0.02,0.376,0.185
0.017,0.293,0.101
0.025,0.484,0.164
0.024,0.242,0.231
0.021,0.236,0.171
0.014,0.448,0.203
0.015,0.36,0.217
0.013,0.327,0.243
0.023,0.323,0.151
0.021,0.492,0.144
0.013,0.305,0.212
0.011,0.224,0.12
0.011,0.265,0.203
0.021,0.487,0.231
0.022,0.264,0.2
0.011,0.474,0.244
0.01,0.218,0.129
0.023,0.284,0.162
0.019,0.33,0.232
0.021,0.336,0.16
0.02,0.285,0.172
0.014,0.351,0.179
0.015,0.432,0.143
0.023,0.455,0.235
0.025,0.261,0.228
0.022,0.264,0.128
0.01,0.468,0.148
0.02,0.241,0.234
0.024,0.376,0.185
0.024,0.494,0.247
0.021,0.387,0.115
0.015,0.44,0.105
0.02,0.302,0.166
0.014,0.331,0.241
0.023,0.499,0.217
0.013,0.406,0.224
0.022,0.282,0.201
0.018,0.316,0.213
0.022,0.458,0.14
0.023,0.497,0.208
0.014,0.313,0.124
0.017,0.386,0.222
0.018,0.258,0.239
0.022,0.406,0.101
0.01,0.46,0.119
0.022,0.339,0.164
0.018,0.34,0.215
0.014,0.304,0.239
0.013,0.223,0.17
0.019,0.398,0.136
0.022,0.419,0.218
0.015,0.206,0.167
0.014,0.338,0.179
0.012,0.334,0.125
0.02,0.432,0.129
